C:\Users\User\Documents\Arduino\CentrifugeV2MotorArduino\mcp4725_voltage\mcp4725_voltage.ino
MCP4725_VERSION: 0.4.0

Voltage:	0.00


1017ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.05] z[1.08] mag[1.08]587000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.06] z[1.07] mag[1.07]587500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.08] z[1.07] mag[1.08]588000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.08] z[1.10] mag[1.10]588500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.04] z[1.07] mag[1.08]589000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.09] z[1.06] mag[1.06]589500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.07] z[1.07] mag[1.07]590000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.01] z[1.11] mag[1.11]590500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.05] z[1.08] mag[1.08]591000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.07] z[1.07] mag[1.07]591500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.06] z[1.06] mag[1.07]592000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.05] z[1.07] mag[1.07]592500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.05] z[1.10] mag[1.10]593000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.05] z[1.11] mag[1.11]593500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.05] z[1.06] mag[1.06]594000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.05] z[1.07] mag[1.07]594500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.04] z[1.08] mag[1.08]595000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.06] z[1.09] mag[1.09]595500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.04] z[1.07] mag[1.07]596000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.06] z[1.05] mag[1.06]596500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.00] y[0.05] z[1.07] mag[1.07]597000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.05] z[1.09] mag[1.10]597500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.06] z[1.08] mag[1.08]598000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.08] z[1.07] mag[1.07]598500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.04] z[1.07] mag[1.07]599000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.07] z[1.06] mag[1.06]599500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.06] z[1.07] mag[1.07]600000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.00] y[0.05] z[1.07] mag[1.08]600500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.05] z[1.09] mag[1.09]601000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.08] z[1.07] mag[1.08]601500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.05] z[1.08] mag[1.08]602000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.02] z[1.06] mag[1.06]602500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.10] z[1.11] mag[1.11]603000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.08] z[1.05] mag[1.06]603500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.01] y[0.06] z[1.10] mag[1.10]604000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.07] z[1.06] mag[1.07]604500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.04] z[1.07] mag[1.07]605000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.02] z[1.11] mag[1.11]605500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.04] z[1.06] mag[1.07]606000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.07] z[1.06] mag[1.06]606500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.05] z[1.12] mag[1.12]607000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.06] y[0.05] z[1.10] mag[1.10]607500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.06] z[1.07] mag[1.08]608000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.04] z[1.07] mag[1.07]608500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.08] z[1.06] mag[1.07]609000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.05] z[1.08] mag[1.09]609500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.04] z[1.05] mag[1.05]610000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.05] z[1.07] mag[1.08]610500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.06] z[1.07] mag[1.07]611000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.06] y[0.02] z[1.08] mag[1.08]611500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.05] z[1.11] mag[1.11]612000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.03] z[1.07] mag[1.08]612500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.06] z[1.08] mag[1.08]613000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.07] z[1.08] mag[1.08]613500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.05] z[1.07] mag[1.07]614000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.03] z[1.06] mag[1.06]614500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.04] z[1.07] mag[1.07]615000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.07] z[1.09] mag[1.09]615500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.00] y[0.07] z[1.09] mag[1.09]616000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.06] z[1.08] mag[1.09]616500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.01] y[0.04] z[1.06] mag[1.07]617000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.02] z[1.08] mag[1.08]617500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.06] z[1.06] mag[1.06]618000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.00] y[0.04] z[1.07] mag[1.08]618500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.05] z[1.07] mag[1.07]619000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.08] z[1.07] mag[1.07]619500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.08] z[1.07] mag[1.08]620000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.08] z[1.09] mag[1.09]620500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.00] y[0.05] z[1.10] mag[1.10]621000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.07] y[0.05] z[1.06] mag[1.06]621500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.05] z[1.10] mag[1.10]622000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.04] z[1.07] mag[1.08]622500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.04] z[1.06] mag[1.06]623000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.14] z[1.12] mag[1.13]623500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.06] z[1.08] mag[1.08]624000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.08] z[1.08] mag[1.09]624500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.05] z[1.10] mag[1.10]625000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.06] z[1.06] mag[1.06]625500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.00] y[0.05] z[1.11] mag[1.11]626000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.06] z[1.07] mag[1.07]626500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.10] z[1.07] mag[1.08]627000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.06] z[1.07] mag[1.07]627500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.05] z[1.09] mag[1.09]628000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.06] y[0.04] z[1.08] mag[1.08]628500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.07] z[1.06] mag[1.07]629000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.04] z[1.08] mag[1.08]629500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.05] z[1.06] mag[1.07]630000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.03] z[1.07] mag[1.07]630500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.09] z[1.08] mag[1.08]631000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.04] z[1.09] mag[1.09]631500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.05] z[1.07] mag[1.07]632000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.00] z[1.08] mag[1.08]632500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.07] z[1.07] mag[1.07]633000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.03] z[1.06] mag[1.06]633500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.06] z[1.07] mag[1.08]634000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.07] z[1.06] mag[1.06]634500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.06] z[1.04] mag[1.05]635000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.08] z[1.11] mag[1.11]635500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.07] z[1.08] mag[1.08]636000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.07] z[1.08] mag[1.08]636500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.04] z[1.07] mag[1.08]637000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.05] z[1.07] mag[1.07]637500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.00] y[0.04] z[1.07] mag[1.07]638000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.06] z[1.07] mag[1.07]638500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.01] y[0.03] z[1.10] mag[1.10]639000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.02] z[1.09] mag[1.09]639500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.02] z[1.11] mag[1.11]640000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.04] z[1.10] mag[1.10]640500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.06] z[1.09] mag[1.09]641000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.03] z[1.06] mag[1.06]641500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.04] z[1.07] mag[1.07]642000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.01] z[1.08] mag[1.08]642500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.04] z[1.07] mag[1.07]643000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.07] z[1.06] mag[1.06]643500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.08] z[1.07] mag[1.08]644000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.10] z[1.07] mag[1.07]644500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.05] z[1.10] mag[1.10]645000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.06] z[1.06] mag[1.06]645500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.06] z[1.08] mag[1.08]646000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.00] y[0.04] z[1.09] mag[1.09]646500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.08] z[1.07] mag[1.07]647000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.08] z[1.12] mag[1.12]647500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.08] z[1.06] mag[1.06]648000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.07] z[1.08] mag[1.09]648500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.05] z[1.08] mag[1.08]649000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.05] z[1.07] mag[1.07]649500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.06] z[1.07] mag[1.07]650000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.06] z[1.08] mag[1.08]650500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.03] z[1.06] mag[1.06]651000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.04] z[1.07] mag[1.08]651500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.01] z[1.09] mag[1.09]652000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.00] y[0.04] z[1.06] mag[1.06]652500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.03] z[1.08] mag[1.08]653000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.06] z[1.12] mag[1.12]653500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.05] z[1.09] mag[1.09]654000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.07] z[1.07] mag[1.07]654500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.06] z[1.06] mag[1.07]655000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.02] y[-0.05] z[1.11] mag[1.11]655500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.05] z[1.08] mag[1.08]656000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.05] z[1.08] mag[1.08]656500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.07] z[1.07] mag[1.07]657000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.05] z[1.07] mag[1.07]657500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.04] z[1.05] mag[1.05]658000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.06] z[1.07] mag[1.08]658500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.04] z[1.09] mag[1.09]659000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.05] z[1.06] mag[1.07]659500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.04] z[1.08] mag[1.09]660000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.05] z[1.10] mag[1.10]660500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.05] z[1.10] mag[1.10]661000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.04] z[1.08] mag[1.08]661500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.04] z[1.05] mag[1.06]662000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.04] z[1.08] mag[1.09]662500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.06] z[1.10] mag[1.10]663000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.00] y[0.07] z[1.07] mag[1.07]663500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.04] z[1.06] mag[1.06]664000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.08] z[1.07] mag[1.07]664500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.04] z[1.14] mag[1.14]665000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.04] z[1.07] mag[1.07]665500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.07] z[1.06] mag[1.07]666000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.05] z[1.09] mag[1.09]666500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.06] y[0.04] z[1.07] mag[1.08]667000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.04] z[1.06] mag[1.07]667500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.03] z[1.08] mag[1.08]668000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.06] z[1.07] mag[1.07]668500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.13] z[1.08] mag[1.09]669000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.04] z[1.08] mag[1.08]669500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.11] z[1.08] mag[1.08]670000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.03] z[1.08] mag[1.08]670500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.03] z[1.07] mag[1.07]671000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.05] z[1.06] mag[1.06]671500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.08] z[1.08] mag[1.08]672000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.04] z[1.06] mag[1.06]672500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.05] z[1.08] mag[1.08]673000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.04] z[1.07] mag[1.07]673500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.05] z[1.09] mag[1.09]674000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.03] z[1.07] mag[1.07]674500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.04] z[1.06] mag[1.07]675000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.06] y[0.06] z[1.07] mag[1.08]675500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.05] z[1.07] mag[1.08]676000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.04] z[1.07] mag[1.07]676500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.04] z[1.11] mag[1.11]677000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.04] z[1.06] mag[1.06]677500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.04] z[1.09] mag[1.09]678000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.02] z[1.09] mag[1.09]678500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.00] z[1.04] mag[1.04]679000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.04] z[1.08] mag[1.08]679500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.07] z[1.07] mag[1.07]680000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.04] z[1.07] mag[1.07]680500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.01] y[0.06] z[1.08] mag[1.08]681000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.05] z[1.09] mag[1.09]681500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.06] z[1.06] mag[1.06]682000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.04] z[1.08] mag[1.08]682500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.05] z[1.07] mag[1.07]683000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.06] z[1.08] mag[1.09]683500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.04] z[1.08] mag[1.08]684000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.10] z[1.07] mag[1.07]684500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.03] z[1.07] mag[1.07]685000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.04] z[1.07] mag[1.07]685500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.06] z[1.06] mag[1.06]686000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.04] z[1.06] mag[1.06]686500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.03] z[1.08] mag[1.08]687000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.05] z[1.10] mag[1.10]687500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.04] z[1.09] mag[1.09]688000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
