C:\Users\User\Documents\Arduino\CentrifugeV2MotorArduino\mcp4725_voltage\mcp4725_voltage.ino
MCP4725_VERSION: 0.4.0

Voltage:	0.00


1017ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKINGx[0.05] y[0.35] z[1.05] mag[1.11] 7.35 degrees
441500ms, 0.00RPM, 168.60avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.32] z[1.06] mag[1.11] 9.37 degrees
442000ms, 0.00RPM, 168.40avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.36] z[1.06] mag[1.12] 10.22 degrees
442500ms, 0.00RPM, 168.21avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.34] z[1.06] mag[1.12] 10.22 degrees
443000ms, 0.00RPM, 168.02avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.34] z[1.05] mag[1.11] 8.30 degrees
443500ms, 0.00RPM, 167.84avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.34] z[1.05] mag[1.10] 8.55 degrees
444000ms, 0.00RPM, 167.65avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.33] z[1.04] mag[1.10] 8.54 degrees
444500ms, 0.00RPM, 167.46avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.32] z[1.06] mag[1.11] 9.47 degrees
445000ms, 0.00RPM, 167.27avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.34] z[1.06] mag[1.11] 8.65 degrees
445500ms, 0.00RPM, 167.08avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.33] z[1.06] mag[1.11] 9.28 degrees
446000ms, 0.00RPM, 166.89avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.29] z[1.03] mag[1.07] 6.90 degrees
446500ms, 0.00RPM, 166.71avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.35] z[1.04] mag[1.10] 8.17 degrees
447000ms, 0.00RPM, 166.52avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.32] z[1.07] mag[1.12] 9.32 degrees
447500ms, 0.00RPM, 166.34avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.37] z[1.05] mag[1.11] 8.76 degrees
448000ms, 0.00RPM, 166.15avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.02] y[0.34] z[1.07] mag[1.12] 10.67 degrees
448500ms, 0.00RPM, 165.96avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.35] z[1.05] mag[1.11] 8.54 degrees
449000ms, 0.00RPM, 165.78avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.36] z[1.06] mag[1.11] 8.94 degrees
449500ms, 0.00RPM, 165.60avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.32] z[1.05] mag[1.09] 8.10 degrees
450000ms, 0.00RPM, 165.41avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.34] z[1.05] mag[1.10] 8.66 degrees
450500ms, 0.00RPM, 165.23avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.34] z[1.06] mag[1.11] 9.48 degrees
451000ms, 0.00RPM, 165.04avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.32] z[1.03] mag[1.08] 6.31 degrees
451500ms, 0.00RPM, 164.86avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.34] z[1.07] mag[1.13] 9.77 degrees
452000ms, 0.00RPM, 164.68avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.34] z[1.04] mag[1.09] 7.64 degrees
452500ms, 0.00RPM, 164.50avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.34] z[1.04] mag[1.09] 7.39 degrees
453000ms, 0.00RPM, 164.32avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.38] z[1.07] mag[1.13] 9.78 degrees
453500ms, 0.00RPM, 164.13avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.32] z[1.04] mag[1.09] 7.95 degrees
454000ms, 0.00RPM, 163.95avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.33] z[1.14] mag[1.19] 14.09 degrees
454500ms, 0.00RPM, 163.77avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.34] z[1.05] mag[1.11] 8.58 degrees
455000ms, 0.00RPM, 163.59avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.35] z[1.04] mag[1.10] 7.98 degrees
455500ms, 0.00RPM, 163.41avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.33] z[1.05] mag[1.10] 7.69 degrees
456000ms, 0.00RPM, 163.23avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.34] z[1.05] mag[1.10] 8.15 degrees
456500ms, 0.00RPM, 163.06avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.35] z[1.04] mag[1.10] 7.83 degrees
457000ms, 0.00RPM, 162.88avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.33] z[1.04] mag[1.10] 7.14 degrees
457500ms, 0.00RPM, 162.70avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.35] z[1.06] mag[1.12] 9.58 degrees
458000ms, 0.00RPM, 162.52avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.31] z[1.06] mag[1.10] 9.53 degrees
458500ms, 0.00RPM, 162.34avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.33] z[1.06] mag[1.11] 9.59 degrees
459000ms, 0.00RPM, 162.17avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.32] z[1.06] mag[1.11] 9.59 degrees
459500ms, 0.00RPM, 161.99avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.35] z[1.05] mag[1.11] 8.17 degrees
460000ms, 0.00RPM, 161.82avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.02] y[0.32] z[1.03] mag[1.08] 7.35 degrees
460500ms, 0.00RPM, 161.64avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.33] z[1.05] mag[1.11] 9.24 degrees
461000ms, 0.00RPM, 161.46avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.33] z[1.05] mag[1.10] 7.97 degrees
461500ms, 0.00RPM, 161.29avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.37] z[1.05] mag[1.11] 8.77 degrees
462000ms, 0.00RPM, 161.11avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.34] z[1.03] mag[1.09] 6.86 degrees
462500ms, 0.00RPM, 160.94avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.37] z[1.05] mag[1.11] 8.25 degrees
463000ms, 0.00RPM, 160.77avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.02] y[0.36] z[1.07] mag[1.13] 10.64 degrees
463500ms, 0.00RPM, 160.59avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.34] z[1.05] mag[1.11] 8.68 degrees
464000ms, 0.00RPM, 160.42avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.36] z[1.05] mag[1.11] 8.62 degrees
464500ms, 0.00RPM, 160.25avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.35] z[1.05] mag[1.11] 8.99 degrees
465000ms, 0.00RPM, 160.08avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.03] y[0.31] z[1.10] mag[1.14] 12.52 degrees
465500ms, 0.00RPM, 159.90avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.29] z[1.10] mag[1.13] 11.37 degrees
466000ms, 0.00RPM, 159.73avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.33] z[1.05] mag[1.11] 8.40 degrees
466500ms, 0.00RPM, 159.56avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.36] z[1.05] mag[1.11] 8.79 degrees
467000ms, 0.00RPM, 159.39avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.35] z[1.06] mag[1.12] 9.28 degrees
467500ms, 0.00RPM, 159.22avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.34] z[1.04] mag[1.09] 7.93 degrees
468000ms, 0.00RPM, 159.05avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.34] z[1.06] mag[1.11] 9.43 degrees
468500ms, 0.00RPM, 158.88avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.34] z[1.04] mag[1.10] 8.03 degrees
469000ms, 0.00RPM, 158.71avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.02] y[0.36] z[1.06] mag[1.12] 10.48 degrees
469500ms, 0.00RPM, 158.54avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.33] z[1.05] mag[1.10] 8.98 degrees
470000ms, 0.00RPM, 158.37avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.33] z[1.04] mag[1.09] 7.64 degrees
470500ms, 0.00RPM, 158.20avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.33] z[1.05] mag[1.10] 8.93 degrees
471000ms, 0.00RPM, 158.04avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.35] z[1.05] mag[1.10] 8.26 degrees
471500ms, 0.00RPM, 157.87avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.25] z[1.12] mag[1.15] 13.01 degrees
472000ms, 0.00RPM, 157.70avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.32] z[1.07] mag[1.12] 10.18 degrees
472500ms, 0.00RPM, 157.53avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.36] z[1.04] mag[1.10] 7.61 degrees
473000ms, 0.00RPM, 157.37avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.34] z[1.05] mag[1.11] 9.04 degrees
473500ms, 0.00RPM, 157.20avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.32] z[1.08] mag[1.13] 10.39 degrees
474000ms, 0.00RPM, 157.04avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.36] z[1.05] mag[1.11] 9.30 degrees
474500ms, 0.00RPM, 156.87avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.35] z[1.04] mag[1.10] 7.57 degrees
475000ms, 0.00RPM, 156.71avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.02] y[0.35] z[1.04] mag[1.10] 8.41 degrees
475500ms, 0.00RPM, 156.54avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.34] z[1.06] mag[1.11] 9.47 degrees
476000ms, 0.00RPM, 156.38avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.40] z[1.11] mag[1.18] 11.66 degrees
476500ms, 0.00RPM, 156.21avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.03] y[0.35] z[1.04] mag[1.10] 8.92 degrees
477000ms, 0.00RPM, 156.05avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.35] z[1.06] mag[1.12] 8.62 degrees
477500ms, 0.00RPM, 155.88avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.36] z[1.05] mag[1.11] 8.15 degrees
478000ms, 0.00RPM, 155.72avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.02] y[0.37] z[1.07] mag[1.13] 10.46 degrees
478500ms, 0.00RPM, 155.56avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.35] z[1.04] mag[1.10] 7.49 degrees
479000ms, 0.00RPM, 155.40avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.34] z[1.06] mag[1.11] 9.58 degrees
479500ms, 0.00RPM, 155.23avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.35] z[1.06] mag[1.12] 9.91 degrees
480000ms, 0.00RPM, 155.07avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.37] z[1.06] mag[1.12] 9.73 degrees
480500ms, 0.00RPM, 154.91avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.31] z[1.04] mag[1.09] 7.70 degrees
481000ms, 0.00RPM, 154.75avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.37] z[1.06] mag[1.12] 8.75 degrees
481500ms, 0.00RPM, 154.59avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.27] z[1.08] mag[1.11] 10.94 degrees
482000ms, 0.00RPM, 154.43avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.33] z[1.04] mag[1.09] 7.78 degrees
482500ms, 0.00RPM, 154.27avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.33] z[1.05] mag[1.11] 8.94 degrees
483000ms, 0.00RPM, 154.11avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.33] z[1.05] mag[1.10] 8.00 degrees
483500ms, 0.00RPM, 153.95avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.33] z[1.04] mag[1.09] 8.06 degrees
484000ms, 0.00RPM, 153.79avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.33] z[1.06] mag[1.11] 9.39 degrees
484500ms, 0.00RPM, 153.63avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.35] z[1.05] mag[1.11] 8.33 degrees
485000ms, 0.00RPM, 153.47avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.33] z[1.06] mag[1.11] 9.49 degrees
485500ms, 0.00RPM, 153.32avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.38] z[1.05] mag[1.12] 8.94 degrees
486000ms, 0.00RPM, 153.16avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.36] z[1.06] mag[1.12] 9.04 degrees
486500ms, 0.00RPM, 153.00avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.31] z[1.06] mag[1.11] 9.98 degrees
487000ms, 0.00RPM, 152.84avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.35] z[1.06] mag[1.12] 9.42 degrees
487500ms, 0.00RPM, 152.69avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.34] z[1.05] mag[1.10] 8.05 degrees
488000ms, 0.00RPM, 152.53avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.33] z[1.05] mag[1.10] 8.87 degrees
488500ms, 0.00RPM, 152.37avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.32] z[1.06] mag[1.11] 9.32 degrees
489000ms, 0.00RPM, 152.22avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.02] y[0.33] z[1.04] mag[1.09] 8.23 degrees
489500ms, 0.00RPM, 152.06avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.34] z[1.05] mag[1.10] 8.10 degrees
490000ms, 0.00RPM, 151.91avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.02] y[0.37] z[1.07] mag[1.14] 10.85 degrees
490500ms, 0.00RPM, 151.75avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.35] z[1.06] mag[1.12] 9.77 degrees
491000ms, 0.00RPM, 151.60avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.33] z[1.04] mag[1.09] 7.70 degrees
491500ms, 0.00RPM, 151.44avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.33] z[1.05] mag[1.10] 8.38 degrees
492000ms, 0.00RPM, 151.29avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.32] z[1.07] mag[1.11] 10.10 degrees
492500ms, 0.00RPM, 151.14avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.29] z[1.08] mag[1.12] 10.67 degrees
493000ms, 0.00RPM, 150.98avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.02] y[0.35] z[1.04] mag[1.10] 8.81 degrees
493500ms, 0.00RPM, 150.83avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.34] z[1.06] mag[1.11] 9.29 degrees
494000ms, 0.00RPM, 150.68avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.33] z[1.04] mag[1.09] 7.78 degrees
494500ms, 0.00RPM, 150.53avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.36] z[1.05] mag[1.11] 9.09 degrees
495000ms, 0.00RPM, 150.37avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.33] z[1.07] mag[1.12] 10.20 degrees
495500ms, 0.00RPM, 150.22avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.25] z[1.05] mag[1.08] 8.26 degrees
496000ms, 0.00RPM, 150.07avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.35] z[1.04] mag[1.09] 6.30 degrees
496500ms, 0.00RPM, 149.92avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.02] y[0.36] z[1.05] mag[1.11] 9.56 degrees
497000ms, 0.00RPM, 149.77avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.32] z[1.05] mag[1.10] 8.99 degrees
497500ms, 0.00RPM, 149.62avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.32] z[1.05] mag[1.10] 8.26 degrees
498000ms, 0.00RPM, 149.47avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.33] z[1.04] mag[1.09] 7.67 degrees
498500ms, 0.00RPM, 149.32avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.33] z[1.05] mag[1.10] 7.93 degrees
499000ms, 0.00RPM, 149.17avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.08] y[0.35] z[1.06] mag[1.12] 7.50 degrees
499500ms, 0.00RPM, 149.02avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.35] z[1.04] mag[1.09] 7.45 degrees
500000ms, 0.00RPM, 148.87avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.28] z[1.05] mag[1.09] 8.38 degrees
500500ms, 0.00RPM, 148.72avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.36] z[1.06] mag[1.12] 9.14 degrees
501000ms, 0.00RPM, 148.57avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.38] z[1.07] mag[1.14] 10.51 degrees
501500ms, 0.00RPM, 148.42avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.37] z[1.06] mag[1.13] 9.56 degrees
502000ms, 0.00RPM, 148.28avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.02] y[0.33] z[1.04] mag[1.10] 8.69 degrees
502500ms, 0.00RPM, 148.13avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.35] z[1.06] mag[1.12] 9.76 degrees
503000ms, 0.00RPM, 147.98avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.36] z[1.06] mag[1.12] 9.43 degrees
503500ms, 0.00RPM, 147.84avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.26] z[1.09] mag[1.12] 11.00 degrees
504000ms, 0.00RPM, 147.69avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.35] z[1.06] mag[1.11] 8.99 degrees
504500ms, 0.00RPM, 147.54avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.33] z[1.04] mag[1.09] 7.83 degrees
505000ms, 0.00RPM, 147.40avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.32] z[1.08] mag[1.13] 11.03 degrees
505500ms, 0.00RPM, 147.25avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.33] z[1.07] mag[1.12] 9.80 degrees
506000ms, 0.00RPM, 147.10avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.35] z[1.04] mag[1.10] 8.03 degrees
506500ms, 0.00RPM, 146.96avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.36] z[1.04] mag[1.10] 8.48 degrees
507000ms, 0.00RPM, 146.81avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.06] y[0.36] z[1.04] mag[1.10] 6.42 degrees
507500ms, 0.00RPM, 146.67avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.34] z[1.05] mag[1.10] 8.40 degrees
508000ms, 0.00RPM, 146.53avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.02] y[0.35] z[1.07] mag[1.13] 10.79 degrees
508500ms, 0.00RPM, 146.38avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.33] z[1.07] mag[1.12] 9.65 degrees
509000ms, 0.00RPM, 146.24avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.03] y[0.29] z[1.07] mag[1.11] 10.72 degrees
509500ms, 0.00RPM, 146.09avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.03] y[0.30] z[1.06] mag[1.10] 10.40 degrees
510000ms, 0.00RPM, 145.95avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.33] z[1.05] mag[1.10] 8.45 degrees
510500ms, 0.00RPM, 145.81avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.33] z[1.05] mag[1.11] 9.24 degrees
511000ms, 0.00RPM, 145.67avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.31] z[1.05] mag[1.10] 8.83 degrees
511500ms, 0.00RPM, 145.52avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.33] z[1.05] mag[1.10] 7.97 degrees
512000ms, 0.00RPM, 145.38avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.33] z[1.04] mag[1.09] 7.80 degrees
512500ms, 0.00RPM, 145.24avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.36] z[1.06] mag[1.12] 8.77 degrees
513000ms, 0.00RPM, 145.10avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.35] z[1.05] mag[1.11] 8.39 degrees
513500ms, 0.00RPM, 144.96avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.32] z[1.05] mag[1.10] 8.14 degrees
514000ms, 0.00RPM, 144.82avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.36] z[1.04] mag[1.10] 7.79 degrees
514500ms, 0.00RPM, 144.67avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.33] z[1.05] mag[1.10] 8.61 degrees
515000ms, 0.00RPM, 144.53avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.35] z[1.04] mag[1.10] 8.60 degrees
515500ms, 0.00RPM, 144.39avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.33] z[1.04] mag[1.10] 8.70 degrees
516000ms, 0.00RPM, 144.25avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.33] z[1.05] mag[1.10] 8.11 degrees
516500ms, 0.00RPM, 144.11avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.35] z[1.04] mag[1.10] 8.13 degrees
517000ms, 0.00RPM, 143.97avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.35] z[1.04] mag[1.09] 7.05 degrees
517500ms, 0.00RPM, 143.84avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.35] z[1.04] mag[1.09] 7.06 degrees
518000ms, 0.00RPM, 143.70avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.36] z[1.08] mag[1.14] 11.01 degrees
518500ms, 0.00RPM, 143.56avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.34] z[1.04] mag[1.10] 8.06 degrees
519000ms, 0.00RPM, 143.42avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.34] z[1.05] mag[1.10] 8.71 degrees
519500ms, 0.00RPM, 143.28avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.36] z[1.05] mag[1.11] 8.56 degrees
520000ms, 0.00RPM, 143.14avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.37] z[1.05] mag[1.11] 8.67 degrees
520500ms, 0.00RPM, 143.01avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.34] z[1.05] mag[1.11] 8.68 degrees
521000ms, 0.00RPM, 142.87avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.02] y[0.32] z[1.06] mag[1.11] 10.27 degrees
521500ms, 0.00RPM, 142.73avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.36] z[1.06] mag[1.11] 9.44 degrees
522000ms, 0.00RPM, 142.60avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.32] z[1.05] mag[1.10] 8.41 degrees
522500ms, 0.00RPM, 142.46avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.02] y[0.34] z[1.06] mag[1.12] 10.24 degrees
523000ms, 0.00RPM, 142.32avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.34] z[1.07] mag[1.12] 10.15 degrees
523500ms, 0.00RPM, 142.19avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.34] z[1.06] mag[1.11] 9.24 degrees
524000ms, 0.00RPM, 142.05avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.33] z[1.06] mag[1.11] 9.28 degrees
524500ms, 0.00RPM, 141.92avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.33] z[1.04] mag[1.09] 7.62 degrees
525000ms, 0.00RPM, 141.78avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.33] z[1.05] mag[1.10] 8.05 degrees
525500ms, 0.00RPM, 141.65avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.34] z[1.04] mag[1.09] 7.40 degrees
526000ms, 0.00RPM, 141.51avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.34] z[1.05] mag[1.10] 8.66 degrees
526500ms, 0.00RPM, 141.38avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.34] z[1.07] mag[1.12] 10.38 degrees
527000ms, 0.00RPM, 141.24avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.33] z[1.05] mag[1.10] 7.90 degrees
527500ms, 0.00RPM, 141.11avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.34] z[1.04] mag[1.10] 7.50 degrees
528000ms, 0.00RPM, 140.98avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.35] z[1.06] mag[1.12] 9.89 degrees
528500ms, 0.00RPM, 140.84avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.05] y[0.30] z[1.12] mag[1.16] 12.05 degrees
529000ms, 0.00RPM, 140.71avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.35] z[1.04] mag[1.10] 7.93 degrees
